source_id,translation_id_1,translation_id_2,translation_1,translation_2,human_score_1,human_score_2,model_preference_score,model_agrees
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",65,60," Siden forbundsregeringen trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som et stunt i overdækket til forbundsvalget bliver er det kan det."," Siden forbundsregeringen trådte til og overtog statens fortsatte støtte til Mersey Hospital i Devonport i Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som en slags stunt i optakten til det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",66,60," Siden det føderale regering siden er trådte i at overtage finansiering af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret dette som et stunt i overblikket over den føderale valg, der skal kaldes af november."," Siden forbundsregeringen trådte til og overtog statens fortsatte støtte til Mersey Hospital i Devonport i Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som en slags stunt i optakten til det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,61," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som en del af peronævnelsen til de føderale valg, der vil blive afholdt inden november.",2,3,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",61,63," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som en del af peronævnelsen til de føderale valg, der vil blive afholdt inden november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november.",3,4,0.0,False
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",61,67," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som en del af peronævnelsen til de føderale valg, der vil blive afholdt inden november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,63," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november.",2,4,0.5,False
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,64," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden den føderale regering trådte til for at overtage finansieringen af ​​Mersey hospitalet i Devonport, Tasmania, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som et stunt for at vise flaget i indledningen til det føderale valg til at blive kaldt inden november.",2,3,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,65," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden forbundsregeringen trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som et stunt i overdækket til forbundsvalget bliver er det kan det.",2,3,0.0,False
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,66," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden det føderale regering siden er trådte i at overtage finansiering af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret dette som et stunt i overblikket over den føderale valg, der skal kaldes af november.",2,3,0.0,False
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",62,67," Siden den føderale regering overtog finansieringen af Mersey sygehuset i Devonport, Tasmanien, har delstatens regering og nogle føderale lovgivere været ude og stramme munden med kritik af dette stunt som en bebuden aktion i forspillet til et valg til november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",2,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",64,63," Siden den føderale regering trådte til for at overtage finansieringen af ​​Mersey hospitalet i Devonport, Tasmania, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som et stunt for at vise flaget i indledningen til det føderale valg til at blive kaldt inden november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november.",3,4,0.0,False
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",65,63," Siden forbundsregeringen trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som et stunt i overdækket til forbundsvalget bliver er det kan det."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november.",3,4,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",66,63," Siden det føderale regering siden er trådte i at overtage finansiering af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret dette som et stunt i overblikket over den føderale valg, der skal kaldes af november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november.",3,4,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",63,67," Siden den føderale regering trådte til for at overtage finansieringen af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle af føderale parlamentsmedlemmer kritiseret denne handling som et statmandstrick foran den føderalvalg, der skal finde sted i november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",4,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",64,67," Siden den føderale regering trådte til for at overtage finansieringen af ​​Mersey hospitalet i Devonport, Tasmania, har delstatsregeringen og nogle føderale medlemmer af parlamentet kritiseret denne handling som et stunt for at vise flaget i indledningen til det føderale valg til at blive kaldt inden november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",65,67," Siden forbundsregeringen trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret denne handling som et stunt i overdækket til forbundsvalget bliver er det kan det."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",66,67," Siden det føderale regering siden er trådte i at overtage finansiering af Mersey hospitalet i Devonport, Tasmanien, har delstatsregeringen og nogle føderale parlamentsmedlemmer kritiseret dette som et stunt i overblikket over den føderale valg, der skal kaldes af november."," Siden den føderale regering trådte til for at overtage finansieringen af Mersey-hospitalet i Devonport Tasmanien, har delstatsregeringen og nogle føderale parlamentariske repræsentanter kritiseret dette som en manøvre for at aflede opmærksomhed frem mod det føderale valg, der skal afholdes inden november.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,1," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar.",2,3,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,2," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,0," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar.",1,2,0.0,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,4," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar.",2,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,5," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar.",2,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,7," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,8," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",0,9," Senere rapporter siger at flyet modtog end bomb trussel og måtte gøre en kvantespring tilbage til Afghanistan, hvorfra det landede i Kandahar."," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar.",2,3,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",1,2," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,1," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar.",1,3,0.5,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",1,4," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar."," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar.",3,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",1,5," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar."," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar.",3,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,1," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar.",2,3,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",1,7," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",1,8," Senere rapporterer angiver, at flyet modtog en bombetrussel og blev omdirigeret hjem til Afghanistan, der lander i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,2," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",1,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",4,2," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",4,5,0.5,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",5,2," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",4,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,2," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",9,2," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar."," Senere rapporter sagde derefter, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvor det landede i Kandahar.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,4," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar.",1,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,5," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar.",1,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,6," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar.",1,2,0.0,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,7," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",1,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,8," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",1,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",3,9," Senere rapporterer om ændrede de, at flyet var blevet advaret om et muligt bombeanslag og vendte derefter tilbage til Afghanistan og landede i Kandahar."," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar.",1,3,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,4," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar.",2,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",4,7," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",4,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",4,8," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",4,5,0.5,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",9,4," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar."," Senere rapporterede man om et bombetrussel, hvorefter flyet blev omdirigeret tilbage til Afghanistan og landede i Kandahar.",3,4,0.5,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,5," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar.",2,4,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",5,7," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",4,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",5,8," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",4,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",9,5," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar."," Senere rapporter erklærede, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, landing i Kandahar.",3,4,0.0,False
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,7," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,8," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",2,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",6,9," Efterretninger tilføjede yderligere og sagde senere, at flyet fik en bombe trussel og blev afledt tilbage til Afghanistan, landing i Kandahar."," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar.",2,3,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",9,7," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar."," Senere rapporter bekræftede, at flyet modtog en bombetrussel og blev omdirigeret til Afghanistan, hvorefter det landede i Kandahar.",3,5,1.0,True
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",9,8," Senere var der rapporter om, at flyet modtog en bombetruende melding og blev omdirigeret tilbage til Afghanistan, og landede i Kandahar."," Senere rapporter siger, at flyet modtog en bombetrussel og blev omdirigeret tilbage til Afghanistan, hvor det landede i Kandahar.",3,5,1.0,True
"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",31,35," Den faste sekretær for Nobelkomiteen for Litteratur ved den Svenske Akademi, Sara Danius, offentliggjorde på mandag under et radioprogram for Sveriges Radio i Sverige på Sveriges Radio, at komiteen, som manglede evne til at rette kontakten til Bob Dylan for at gratulere ham med Nobelprisen i Litteratur for 2016et, havde opgivet forsøgene på at nå ham."," Sara Danius, sekretær permanent i Nobelkomitéen for Litteratur ved Svenska Akademien, offentliggjorde mandag i radioen Sveriges radio, at komitéen, ikke var i stand til at snakke med Bob Dylan vedrørende Nobelprisen i litteratur 2016, havde opgivet sit forsøg på at snakke med ham.",2,3,0.5,False
"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",31,36," Den faste sekretær for Nobelkomiteen for Litteratur ved den Svenske Akademi, Sara Danius, offentliggjorde på mandag under et radioprogram for Sveriges Radio i Sverige på Sveriges Radio, at komiteen, som manglede evne til at rette kontakten til Bob Dylan for at gratulere ham med Nobelprisen i Litteratur for 2016et, havde opgivet forsøgene på at nå ham."," På mandag offentliggjorde Sara Danius, permanent sekretær for Nobelpris-komitéen for litteratur ved den Svenske Akademi, offentligt i et radioprogram på Sveriges Radio i Sverige, at komitéen, der ikke har haft mulighed for at nå Bob Dylan direkte vedrørende hans modtagelse af Nobelprisen i litteratur i 2016, derfor havde opgivet at gøre dette.",2,3,1.0,True
"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",31,37," Den faste sekretær for Nobelkomiteen for Litteratur ved den Svenske Akademi, Sara Danius, offentliggjorde på mandag under et radioprogram for Sveriges Radio i Sverige på Sveriges Radio, at komiteen, som manglede evne til at rette kontakten til Bob Dylan for at gratulere ham med Nobelprisen i Litteratur for 2016et, havde opgivet forsøgene på at nå ham."," Mandag annoncerede Sara Danius, permanent sekretær for Nobelkomitéen for Litteratur hos den Svenske Akademi, offentligt i et radioprogram på Sveriges Radio i Sverige, at komitéen, ude af stand til at komme i kontakt med Bob Dylan, opgav at forsøge at kontakte ham.",2,3,1.0,True
